chronname,city,state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,med_sat_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar
Montcalm Community College,Sidney,Michigan,2-year,Public,Associates--Public Rural-serving Medium,no,no,1944,16.9,18.2,16.5,37330,40211,37780,33.6,1257,1059.8893044128647,2504.0,7560.0,5.1,10.2,67.8,52.5,19.3,30,289,17.3,137.0,20.0
Baker College of Muskegon,Muskegon,Michigan,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,no,no,4005,23.5,24.2,22.5,0,54025,101725,64.5,3282,1059.8893044128647,4601.0,8753.0,0.0,16.7,67.4,53.1,13.4,39,124,59.4,30.0,20.0
Muskegon Community College,Muskegon,Michigan,2-year,Public,Associates--Public Urban-serving Single Campus,no,no,4879,17.2,18.2,16.5,47283,40211,37780,34.9,3310,1059.8893044128647,3442.0,112.0,10.4,17.6,43.3,59.9,26.5,30,31,37.0,461.0,20.0
North Central Michigan College,Petoskey,Michigan,2-year,Public,Associates--Public Rural-serving Medium,no,no,2790,20.4,18.2,16.5,43714,40211,37780,32.2,1524,1059.8893044128647,3474.0,1992.0,4.4,12.2,60.2,62.8,50.0,30,289,37.8,295.0,20.0
Northern Michigan University,Marquette,Michigan,4-year,Public,Masters Colleges and Universities--medium programs,no,no,8221,19.7,21.3,21.5,55067,76276,66436,89.4,7912,1030.0,6086.0,1682.0,20.7,48.5,38.5,72.2,68.6,16,169,74.9,1355.0,20.0
Northwestern Michigan College,Traverse City,Michigan,4-year,Public,Associates--Public Rural-serving Medium,no,no,4724,23.8,21.3,21.5,46516,76276,66436,41.3,3276,1059.8893044128647,3971.0,3126.0,28.36446495529276,42.40758580905681,41.3,66.23185289957567,31.8,16,289,62.0,658.3060282665128,20.0
Northwood University (Mich.),Midland,Michigan,4-year,Private not-for-profit,Schools of business and management,no,no,2964,38.9,24.2,22.5,54118,54025,101725,62.7,2552,1029.0,10418.0,7586.0,24.8,53.5,33.5,83.3,10.6,39,42,43.7,447.0,20.0
Oakland Community College,Bloomfield Hills,Michigan,2-year,Public,Associates--Public Suburban-serving Multicampus,no,no,26405,14.0,18.2,16.5,45153,40211,37780,30.5,18956,1059.8893044128647,4746.0,32544.04606112785,4.4,10.6,36.3,47.8,16.7,30,99,27.7,1777.0,20.0
Oakland University,Rochester Hills,Michigan,4-year,Public,Doctoral/Research Universities,no,no,16594,19.2,21.3,21.5,57103,76276,66436,73.8,14268,1070.0,6383.0,3707.0,14.6,42.9,20.3,78.1,52.2,16,79,60.2,2219.0,20.0
Olivet College,Olivet,Michigan,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,1119,18.8,24.2,22.5,66352,54025,101725,87.8,1034,927.0,11466.0,12979.0,26.4,43.4,45.7,64.0,48.9,39,343,77.7,182.0,20.0
Kuyper College,Grand Rapids,Michigan,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,288,22.9,24.2,22.5,71081,54025,101725,85.8,279,1008.0,8000.0,27624.0,36.9,38.5,59.5,78.8,37.8,39,343,53.2,65.0,20.0
Sacred Heart Major Seminary/College and Theologate,Detroit,Michigan,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,264,26.1,24.2,22.5,99495,54025,101725,20.5,113,1059.8893044128647,5423.0,42169.0,50.0,50.0,12.9,100.0,37.7,39,106,50.0,2.0,20.0
Saginaw Valley State University,University Center,Michigan,4-year,Public,Masters Colleges and Universities--larger programs,no,no,9163,15.7,21.3,21.5,55274,76276,66436,83.2,8153,990.0,5534.0,6705.0,10.1,38.7,40.8,70.5,42.1,16,386,61.1,1533.0,20.0
Schoolcraft College,Livonia,Michigan,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,12385,16.7,18.2,16.5,35866,40211,37780,35.4,10867,1059.8893044128647,4130.0,638.0,6.7,17.1,37.9,58.1,20.4,30,106,20.5,1233.0,20.0
Siena Heights University,Adrian,Michigan,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,2424,46.9,24.2,22.5,29371,54025,101725,51.0,1793,990.0,8159.0,4399.0,21.3,43.1,43.4,59.1,32.1,39,169,96.6,174.0,20.0
St. Clair County Community College,Port Huron,Michigan,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,4324,22.0,18.2,16.5,47766,40211,37780,40.8,3057,1059.8893044128647,3895.0,2345.0,4.9,15.8,40.0,59.3,28.8,30,106,56.1,607.0,20.0
Southwestern Michigan College,Dowagiac,Michigan,2-year,Public,Associates--Public Rural-serving Medium,no,no,2802,20.0,18.2,16.5,41591,40211,37780,50.3,1834,1059.8893044128647,3683.0,5223.0,8.4,17.4,53.3,55.7,27.2,30,289,55.5,610.0,20.0
Spring Arbor University,Spring Arbor,Michigan,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2968,28.6,24.2,22.5,35687,54025,101725,67.6,2617,1069.0,9290.0,3188.0,30.4,57.2,44.9,75.7,22.9,39,386,46.2,339.0,20.0
Finlandia University,Hancock,Michigan,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,525,19.8,24.2,22.5,87471,54025,101725,88.4,526,1059.8893044128647,14202.0,8076.0,30.8,38.5,64.6,57.5,55.9,39,343,44.4,65.0,20.0
Washtenaw Community College,Ann Arbor,Michigan,2-year,Public,Associates--Public Urban-serving Single Campus,no,no,12327,15.9,18.2,16.5,29259,40211,37780,30.5,8452,1059.8893044128647,3688.0,1330.0,5.3,15.6,37.4,63.7,22.9,30,31,31.5,1049.0,20.0
Wayne County Community College District,Detroit,Michigan,2-year,Public,Associates--Public Urban-serving Multicampus,no,no,18119,16.3,18.2,16.5,33833,40211,37780,21.3,10554,1059.8893044128647,3704.0,32544.04606112785,6.6,13.3,65.4,40.8,8.2,30,125,10.1,1444.0,20.0
Wayne State University,Detroit,Michigan,4-year,Public,Research Universities--very high research activity,no,no,18602,16.6,21.3,21.5,97678,76276,66436,65.7,15500,1050.0,6725.0,11158.0,11.2,32.3,48.0,76.9,68.4,16,106,49.7,2810.0,20.0
West Shore Community College,Scottville,Michigan,2-year,Public,Associates--Public Rural-serving Small,no,no,1487,21.8,18.2,16.5,60747,40211,37780,34.5,984,1059.8893044128647,6413.0,421.0,4.3,12.4,50.6,70.3,23.6,30,111,33.0,161.0,20.0
Western Michigan University,Kalamazoo,Michigan,4-year,Public,Research Universities--high research activity,no,no,19198,21.5,21.3,21.5,61374,76276,66436,82.7,17592,1030.0,6217.0,12566.0,24.2,54.9,39.7,73.7,60.9,16,96,66.3,3473.0,20.0
Academy College,Minneapolis,Minnesota,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,149,26.7,19.6,24.6,8048,43085,38763,72.5,124,1059.8893044128647,4712.0,32544.04606112785,100.0,100.0,59.2,66.23185289957567,0.0,28,124,38.1,1.0,20.0
Alexandria Technical and Community College,Alexandria,Minnesota,2-year,Public,Associates--Public Rural-serving Medium,no,no,2845,29.1,22.7,16.5,25491,32320,37780,51.8,2324,1059.8893044128647,3947.0,32544.04606112785,50.8,54.9,31.0,75.8,44.6,31,289,38.9,563.0,20.0
Anoka Technical College,Anoka,Minnesota,2-year,Public,Associates--Public Suburban-serving Multicampus,no,no,2249,25.9,22.7,16.5,35810,32320,37780,45.4,1602,1059.8893044128647,3720.0,32544.04606112785,16.2,25.0,48.9,48.1,42.4,31,99,19.8,204.0,20.0
Anoka-Ramsey Community College,Coon Rapids,Minnesota,2-year,Public,Associates--Public Suburban-serving Multicampus,no,no,9320,17.0,22.7,16.5,41520,32320,37780,33.9,5918,1059.8893044128647,3250.0,32544.04606112785,7.3,13.1,33.5,52.5,46.0,31,99,29.8,1201.0,20.0
Augsburg College,Minneapolis,Minnesota,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2716,24.4,23.7,22.5,59614,71920,101725,75.0,2306,1053.0,16328.0,10458.0,46.9,63.6,43.4,81.6,94.4,25,386,57.2,409.0,20.0
Riverland Community College,Austin,Minnesota,2-year,Public,Associates--Public Rural-serving Medium,no,no,3308,25.1,22.7,16.5,25366,32320,37780,40.3,2321,1059.8893044128647,3645.0,32544.04606112785,24.0,31.3,37.6,59.4,42.1,31,289,33.1,501.0,20.0
Northwest Technical College,Bemidji,Minnesota,2-year,Public,Associates--Public Rural-serving Small,no,no,1216,40.4,22.7,16.5,19790,32320,37780,35.4,783,1059.8893044128647,4599.0,32544.04606112785,23.4,29.1,45.9,55.6,53.3,31,111,21.1,141.0,20.0
Bemidji State University,Bemidji,Minnesota,4-year,Public,Masters Colleges and Universities--smaller programs,no,no,4727,21.7,20.9,21.5,49591,76061,66436,74.4,4160,990.0,5246.0,3542.0,26.1,46.4,35.6,67.2,59.8,11,106,66.1,744.0,20.0
Bethany Lutheran College,Mankato,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,579,18.2,23.7,22.5,116035,71920,101725,95.3,617,1059.8893044128647,13178.0,64663.0,38.1,49.4,40.6,72.1,56.6,25,252,80.6,176.0,20.0
Bethel University (Minn.),Saint Paul,Minnesota,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,3280,25.8,23.7,22.5,63834,71920,101725,79.7,3415,1144.0,13899.0,6617.0,62.6,71.0,27.0,85.0,44.6,25,386,52.7,597.0,20.0
Central Lakes College,Brainerd,Minnesota,2-year,Public,Associates--Public Rural-serving Medium,no,no,4350,26.0,22.7,16.5,34185,32320,37780,50.1,3371,1059.8893044128647,4103.0,32544.04606112785,27.3,34.8,35.4,58.3,63.6,31,289,36.0,695.0,20.0
Carleton College,Northfield,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2045,24.6,23.7,22.5,202805,71920,101725,99.0,1996,1406.0,26829.0,350972.0,89.6,92.1,12.3,96.0,84.5,25,252,97.9,509.0,20.0
Concordia College at Moorhead,Moorhead,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2531,21.8,23.7,22.5,97854,71920,101725,98.3,2749,1144.0,17426.0,33370.0,61.7,71.0,24.3,84.5,76.9,25,252,100.0,828.0,20.0
Concordia University at St. Paul,Saint Paul,Minnesota,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2206,24.5,23.7,22.5,33469,71920,101725,55.1,1624,991.0,14850.0,9275.0,30.3,46.3,35.4,72.8,21.5,25,386,44.1,201.0,20.0
Dakota County Technical College,Rosemount,Minnesota,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,3128,26.2,22.7,16.5,30517,32320,37780,47.8,2478,1059.8893044128647,3749.0,32544.04606112785,28.0,37.5,34.7,64.4,39.4,31,106,26.7,368.0,20.0
Martin Luther College,New Ulm,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,763,17.8,23.7,22.5,88652,71920,101725,92.0,847,1125.0,5716.0,10726.0,52.0,76.8,35.2,84.9,84.3,25,343,81.4,177.0,20.0
Lake Superior College,Duluth,Minnesota,2-year,Public,Associates--Public Rural-serving Large,no,no,5394,23.3,22.7,16.5,27266,32320,37780,39.7,3768,1059.8893044128647,3548.0,32544.04606112785,16.3,29.1,39.2,53.4,37.6,31,128,26.0,460.0,20.0
Duluth Business University,Dultuh,Minnesota,4-year,Private for-profit,Associates--Private For-profit,no,no,201,33.2,19.6,24.6,43137,43085,38763,55.2,194,1059.8893044128647,3769.0,32544.04606112785,28.36446495529276,42.40758580905681,69.6,100.0,31.0,28,517,77.9,658.3060282665128,20.0
Minnesota State Community and Technical College at Fergus Falls,Fergus Falls,Minnesota,2-year,Public,Associates--Public Rural-serving Large,no,no,6464,29.4,22.7,16.5,29799,32320,37780,48.5,4863,1059.8893044128647,3886.0,615.0,21.0,31.8,42.5,56.0,46.3,31,128,30.1,941.0,20.0
Globe University,Woodbury,Minnesota,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,898,25.2,19.6,24.6,150914,43085,38763,65.8,886,1059.8893044128647,6103.0,32544.04606112785,12.5,25.0,58.6,30.0,22.4,28,124,16.3,8.0,20.0
Minnesota West Community and Technical College,Granite Falls,Minnesota,2-year,Public,Associates--Public Rural-serving Medium,no,no,3231,31.1,22.7,16.5,24230,32320,37780,40.7,2225,1059.8893044128647,3642.0,32544.04606112785,35.7,46.5,37.6,64.6,42.7,31,289,30.5,443.0,20.0
Gustavus Adolphus College,Saint Peter,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2449,25.0,23.7,22.5,103807,71920,101725,98.9,2496,1224.0,21587.0,48686.0,81.4,82.3,24.8,92.1,80.2,25,252,94.1,666.0,20.0
Hamline University,Saint Paul,Minnesota,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2164,19.2,23.7,22.5,55248,71920,101725,96.4,2334,1106.0,19725.0,19020.0,59.6,66.4,38.5,81.3,44.9,25,386,74.7,455.0,20.0
Hennepin Technical College,Brooklyn Park,Minnesota,2-year,Public,Associates--Public Suburban-serving Multicampus,no,no,6402,21.1,22.7,16.5,29696,32320,37780,35.6,4515,1059.8893044128647,3427.0,32544.04606112785,19.6,28.6,44.9,70.7,42.3,31,99,18.5,448.0,20.0
"Hibbing Community College, A Technical and Community College",Hibbing,Minnesota,2-year,Public,Associates--Public Rural-serving Small,no,no,1376,26.2,22.7,16.5,48200,32320,37780,61.4,1129,1059.8893044128647,4652.0,32544.04606112785,26.0,32.2,58.8,52.3,60.2,31,111,38.7,292.0,20.0
Inver Hills Community College,Inver Grove Heights,Minnesota,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,5944,18.0,22.7,16.5,35529,32320,37780,35.4,4049,1059.8893044128647,3262.0,32544.04606112785,4.4,14.0,34.4,59.2,48.1,31,106,25.3,614.0,20.0
Itasca Community College,Grand Rapids,Minnesota,2-year,Public,Associates--Public Rural-serving Small,no,no,1248,28.3,22.7,16.5,30654,32320,37780,71.0,1028,1059.8893044128647,4455.0,32544.04606112785,25.1,31.1,49.4,58.9,42.7,31,111,52.2,315.0,20.0
Art Institutes International Minnesota,Minneapolis,Minnesota,4-year,Private for-profit,Schools of art- music- and design,no,no,1161,22.8,19.6,24.6,67132,43085,38763,76.1,1385,1059.8893044128647,5402.0,32544.04606112785,23.6,35.2,54.5,47.0,35.2,28,114,66.1,199.0,20.0
Macalester College,Saint Paul,Minnesota,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2039,23.3,23.7,22.5,161834,71920,101725,98.6,2038,1350.0,29861.0,340683.0,84.7,87.4,17.2,95.1,77.7,25,252,93.8,485.0,20.0
South Central College,North Mankato,Minnesota,2-year,Public,Associates--Public Rural-serving Medium,no,no,3410,22.5,22.7,16.5,43275,32320,37780,49.5,2726,1059.8893044128647,3445.0,32544.04606112785,14.8,21.6,41.4,60.4,26.5,31,289,38.0,533.0,20.0
Minnesota State University at Mankato,Mankato,Minnesota,4-year,Public,Masters Colleges and Universities--larger programs,no,no,13467,18.4,20.9,21.5,50405,76061,66436,84.8,12671,1030.0,4909.0,2555.0,20.6,48.6,29.1,73.6,58.3,11,386,68.0,2345.0,20.0
Argosy University/Twin Cities,Eagan,Minnesota,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,no,no,1122,24.7,19.6,24.6,49204,43085,38763,20.9,927,1059.8893044128647,3394.0,32544.04606112785,0.0,0.0,45.7,33.3,18.3,28,106,15.8,3.0,20.0
Mesabi Range Community & Technical College,Virginia,Minnesota,2-year,Public,Associates--Public Rural-serving Small,no,no,1425,27.4,22.7,16.5,39195,32320,37780,59.0,1086,1059.8893044128647,4887.0,32544.04606112785,31.1,37.7,43.3,63.5,50.8,31,111,36.7,244.0,20.0
Metropolitan State University,Saint Paul,Minnesota,4-year,Public,Masters Colleges and Universities--medium programs,no,no,7647,33.8,20.9,21.5,30938,76061,66436,37.3,5620,1059.8893044128647,3703.0,390.0,9.7,33.9,41.6,61.2,21.3,11,169,3.9,62.0,20.0
University of Minnesota-Twin Cities,Minneapolis,Minnesota,4-year,Public,Research Universities--very high research activity,no,yes,34449,21.0,20.9,21.5,110410,76061,66436,84.0,35185,1270.0,6966.0,48052.0,54.5,75.4,21.7,90.2,77.2,11,106,57.0,5256.0,20.0
University of Minnesota at Crookston,Crookston,Minnesota,4-year,Public,Baccalaureate Colleges--Diverse Fields,no,no,2839,17.3,20.9,21.5,56410,76061,66436,46.0,1934,1004.0,7681.0,7068.0,33.6,44.2,23.9,69.1,78.7,11,343,19.8,217.0,20.0
Minneapolis Business College,Roseville,Minnesota,2-year,Private for-profit,Associates--Private For-profit,no,no,235,71.4,38.0,32.8,9846,26759,24795,100.0,167,1059.8893044128647,5451.0,32544.04606112785,83.1,85.1,93.2,84.0,54.5,5,517,100.0,308.0,20.0
Minneapolis College of Art and Design,Minneapolis,Minnesota,4-year,Private not-for-profit,Schools of art- music- and design,no,no,688,23.8,23.7,22.5,94686,71920,101725,96.7,635,1073.0,15018.0,59201.0,47.3,59.6,39.1,70.1,33.5,25,114,67.3,146.0,20.0
Minneapolis Community and Technical College,Minneapolis,Minnesota,2-year,Public,Associates--Public Urban-serving Single Campus,no,no,9691,16.5,22.7,16.5,38273,32320,37780,35.2,6726,1059.8893044128647,3568.0,32544.04606112785,4.9,13.7,57.2,52.1,39.5,31,31,23.5,839.0,20.0
Herzing University at Minneapolis,Minneapolis,Minnesota,4-year,Private for-profit,Other health professions schools,no,no,262,36.7,19.6,24.6,33406,43085,38763,48.9,412,1059.8893044128647,5303.0,32544.04606112785,28.36446495529276,42.40758580905681,62.1,33.3,36.2,28,43,39.4,658.3060282665128,20.0
Crossroads College,Rochester,Minnesota,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,101,27.5,23.7,22.5,39318,71920,101725,87.1,138,1059.8893044128647,7386.0,1199.0,16.7,27.8,68.2,61.9,21.2,25,106,79.6,18.0,20.0
University of Minnesota at Duluth,Duluth,Minnesota,4-year,Public,Masters Colleges and Universities--medium programs,no,no,10079,19.9,20.9,21.5,54475,76061,66436,89.2,9848,1109.0,6470.0,11757.0,29.6,58.8,24.3,75.1,77.0,11,169,68.0,2196.0,20.0
University of Minnesota at Morris,Morris,Minnesota,4-year,Public,Baccalaureate Colleges--Arts & Sciences,no,no,1946,17.6,20.9,21.5,90040,76061,66436,93.3,1852,1168.0,8249.0,6067.0,50.3,63.4,29.3,87.1,78.0,11,252,61.2,358.0,20.0
Minnesota School of Business at Richfield,Richfield,Minnesota,4-year,Private for-profit,Masters Colleges and Universities--smaller programs,no,no,947,30.0,19.6,24.6,138343,43085,38763,61.0,979,1059.8893044128647,5965.0,32544.04606112785,12.5,12.5,55.6,61.5,17.5,28,106,31.2,16.0,20.0
Minnesota State University Moorhead,Moorhead,Minnesota,4-year,Public,Masters Colleges and Universities--medium programs,no,no,6163,21.8,20.9,21.5,52373,76061,66436,82.9,5740,1049.0,4375.0,1655.0,21.8,45.7,33.1,67.7,61.6,11,169,62.3,1185.0,20.0
North Hennepin Community College,Brooklyn Park,Minnesota,2-year,Public,Associates--Public Suburban-serving Single Campus,no,no,7562,19.5,22.7,16.5,29419,32320,37780,28.1,4943,1059.8893044128647,3271.0,32544.04606112785,6.7,15.6,44.3,57.4,42.8,31,106,23.1,608.0,20.0
National American University at Roseville,Roseville,Minnesota,4-year,Private for-profit,Baccalaureate/Associates Colleges,no,no,371,15.2,19.6,24.6,56731,43085,38763,5.9,358,1059.8893044128647,3043.0,32544.04606112785,0.0,0.0,76.9,50.0,3.7,28,124,9.2,1.0,20.0
